scene,group,method,readout,position_2d_nrmse,position_2d_nmae,reference_x_nmae,reference_y_nmae,reference_x_p95,reference_y_p95,motion_2d_nmae,motion_magnitude_2d_nmae,trajectory_2d_nmae,direction_error_radians,direction_count,direction_zero_predictions,matched_steps,minimum_motion,distance_x_nrmse,distance_y_nrmse,growth_log_mae,tau_x,tau_y
advection_diffusion,canonical,Dual-Reference RA-MTM,dual_native,0.06896002820525085,0.06244161839724236,0.06875601134602739,0.05310006696815296,0.11695853910712246,0.0680349990345274,0.00042701219360863525,0.0002676538195908845,0.0008432619674231389,0.11805243250556263,80,0,80,0.12,0.41413002784114006,0.46147046473125464,3.9394485937260806e-17,13.153983784997664,7.191985899773641
hierarchy_change_seed1,canonical,TMTM,initial_y_oracle,0.12820400416840919,0.1184882881766757,0.12938522009237552,0.05480155782400028,0.2379361959468998,0.23788431650498693,0.0075130001095183585,0.004390030860121812,0.061688432508154645,1.7556940816550162,74,0,80,0.12,0.6665794507015654,,4.90059381963448e-17,,
hierarchy_change_seed1,canonical,TMTM,first_frame_2d_affine,0.16845212584594194,0.1472494481715134,0.12626690590189352,0.16125139050712578,0.2285510178681146,0.26135511753378615,0.00752708642145693,0.004740352715821426,0.05672214968261976,1.5462406491063072,74,0,80,0.12,0.6665794507015654,,4.90059381963448e-17,,
hierarchy_change_seed1,canonical,ST-MTM,initial_y_oracle,0.09163573178962206,0.0817566730730822,0.0778545612719955,0.05480155782400028,0.15799510016904522,0.23788431650498693,0.007406516043112235,0.0053051175572560155,0.07198370822356766,1.7250811645685569,74,0,80,0.12,0.2514263933327229,,0.6101838549796226,,
hierarchy_change_seed1,canonical,ST-MTM,first_frame_2d_affine,0.12431263365738604,0.11858013929809127,0.05332494510254763,0.15254049073335468,0.12586180866640875,0.20043355248487985,0.006639194182467419,0.004994804214895921,0.06603163467375667,1.7229154923470964,74,0,80,0.12,0.2514263933327229,,0.6101838549796226,,
hierarchy_change_seed1,canonical,X-only RA-MTM,initial_y_oracle,0.06805101314039771,0.041620881636323624,0.007920389707929286,0.05480155782400028,0.008333333333333333,0.23788431650498693,0.004099373988856342,0.003409354110759562,0.04069712176623099,0.9229038342513,74,0,80,0.12,0.2898717632086745,,5.108760636751697e-17,0.0,
hierarchy_change_seed1,canonical,X-only RA-MTM,first_frame_2d_affine,0.10309943020112373,0.09687740469580712,0.007141250930646568,0.13674091565819133,0.010123020379837335,0.22669890208300464,0.004103440045455637,0.003385019127391289,0.04143583017003756,0.9287848817245542,74,0,80,0.12,0.2898717632086745,,5.108760636751697e-17,0.0,
hierarchy_change_seed1,canonical,Dual-Reference RA-MTM,dual_native,0.07757800409301607,0.06389165563772949,0.007920389707929286,0.08972228531109752,0.008333333333333333,0.22203473624721048,0.011930361408995806,0.009704827112331582,0.05554248898689065,1.1152597445058317,74,0,80,0.12,0.2898717632086745,0.4126679171095633,5.108760636751697e-17,0.0,29.81493651157464
hierarchy_change_seed2,canonical,TMTM,initial_y_oracle,0.23609190536237248,0.2287297674221852,0.30489852459266686,0.05463592332092466,0.4375542714797278,0.2374977693281281,0.0123224023553822,0.010381249071939633,0.13498406236988733,1.6784595221277454,76,4,80,0.12,0.6638294861680373,,3.872770160118222e-17,,
hierarchy_change_seed2,canonical,TMTM,first_frame_2d_affine,0.25025370046474893,0.23155645910084338,0.25114229608616456,0.19139635185415985,0.3431907197830701,0.3931923124786076,0.013217471240194267,0.011917059117179172,0.14280884372618274,1.3021521584419713,76,4,80,0.12,0.6638294861680373,,3.872770160118222e-17,,
