scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift
topology_change,RelativeWidth,defined,11,3.316096597464515,0.031720103034111435,0.030365737999626143,0.061983774612865486,0.1273768311290462,0.01596467679450451,0.42289244347929866,0,0.0,1.351565217391304,5.563024539008147,-0.9168557027113806,0.05325762496795505,0.027634138312204293,0.04557935549506946,0.0005076649724474081,5.114348571311211e-09,0.00026433419195092864,0.06554096228856462,0.06554096228856474,0.0941514311231064,,,,,,,,
topology_change,OldTime,defined,11,3.3467402719660497,0.03198178872893385,0.03035635163476309,2.0185873175002847e-17,0.12748066334031943,0.01597831177686887,0.4074426598140235,0,0.0,1.4849999999999994,5.675262148337595,-0.8856627230892897,0.04936708405148238,0.02788950226638375,0.04663276737355648,0.0006094154081843439,0.0002260945984364467,0.00026651490607444874,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
topology_change,NoTime,defined,11,3.35464767269419,0.027935710786502987,0.02740893706907759,2.0185873175002847e-17,0.12740774987153658,0.01597650677810441,0.42645266655176073,0,0.0,1.4849999999999994,5.675262148337595,-0.9166049543206896,0.05036024993751198,0.027955397272451585,0.04652096768162857,0.000563530100857732,4.6642049037852e-10,0.0002327975898875249,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
topology_change,NoReferencePenalty,defined,11,3.633062520048297,0.03552184388286213,0.030181308338141033,2.0185873175002847e-17,0.12634087358791196,0.015968238401663646,0.4134178099165027,0,0.0,1.4849999999999994,5.675262148337595,-0.7421784963466393,0.058951665996573865,0.030275521000402476,0.046339597331545024,0.0006981559418592982,8.080634450458035e-09,0.00029601536569051775,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
topology_change,ReferenceOnly,defined,11,2.6889358338678035,0.025233608438832534,0.026191325081554064,2.0185873175002847e-17,0.13984600486416204,0.01601789447192894,0.40548199385158057,0,0.0,1.4849999999999994,5.675262148337595,-0.9999999999999574,0.04682437505107373,0.02240779861556503,0.04637015018773489,0.0004059179392812647,4.4839853533910436e-10,0.00021028007032360444,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
topology_change,LegacyObjective,defined,11,3.6292711254365404,0.03491786132845291,0.029343400836456545,2.0185873175002847e-17,0.12633813279272305,0.015967533020046287,0.4132084593730667,0,0.0,1.4849999999999994,5.675262148337595,-0.754801982485219,0.05907229194417596,0.030243926045304504,0.046338777465011215,0.0007002996472154447,6.041683356568702e-09,0.0002909821777371076,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
topology_change,TightBudget,defined,11,3.354657850516283,0.029018659927158463,0.029974081604281545,2.0185873175002847e-17,0.12741562165490497,0.015978857953742816,0.40548199385156636,0,0.0,1.4849999999999994,5.675262148337595,1.4210854715202004e-14,0.5437066669110209,0.027955482087635694,0.046370150187734646,0.0006068183648980164,0.00020090256957546514,0.00024182216605965386,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
topology_change,LooseBudget,defined,11,3.3546593719168913,0.027908356965548185,0.027361803350934365,2.0185873175002847e-17,0.127407892619936,0.01597658784932709,0.4262030812798514,0,0.0,1.4849999999999994,5.675262148337595,-119.9168555757888,0.23098154203034937,0.027955494765974094,0.04652235535865585,0.0005597044857614231,9.135885800463464e-09,0.0002325696413795682,2.0556473190325163e-17,1.231653667943533e-16,0.0,,,,,,,,
crowding,Full,defined,11,2.8634848484848496,0.012333333333332775,0.04008333333333347,5.0464682937507114e-17,0.5092262743906134,1.1136859516406366e-32,,0,0.0,2.7875000000000085,1.9249999999999972,7.105427357601002e-15,0.014875291963107884,0.023862373737373748,0.02437083333333331,0.0005638888888888527,8.881784197001253e-18,0.00010277777777777312,5.850354922731782e-17,8.135853102331225e-17,,,,,,,,,
crowding,RelativeWidth,defined,11,3.001893939393936,0.015416666666667567,0.0154166666666665,0.03654193424579668,0.495730024921806,1.4571116748630616e-32,,0,0.0,2.7875000000000085,2.079166666666673,0.0,0.015203207964077592,0.0250157828282828,0.025654513888888935,0.0007048611111111036,0.0,0.00012847222222222974,0.04128206196298378,0.041282061962983826,,,,,,,,,
