scene,method,status,frames,reference_mae,motion_mae,center_motion_mae,size_ratio_mae,distance_nrmse,sns,static_drift_max,hierarchy_violations,max_overlap,max_eccentricity,max_tau,max_budget_violation,seconds,reference_nmae,reference_p95,trajectory_nmae,common_motion_nmae,motion_step_nmae,growth_log_mae,total_growth_log_mae,unchanged_size_log_drift,rendered_reference_nmae,rendered_reference_p95,rendered_trajectory_nmae,rendered_common_motion_nmae,rendered_motion_step_nmae,rendered_growth_log_mae,rendered_total_growth_log_mae,rendered_unchanged_size_log_drift,family,seed,grid,total_area_ratio_final,true_total_area_ratio_final,mean_displacement_final,true_mean_displacement_final
gaussian2d_crowding,ST-MTM,defined,21,19.769159696801616,0.34743330324133026,0.34743330324133026,0.024293857353097265,0.00047653760970788235,7.160763400125632e-08,,0,0.0,0.0,,,0.05117587500717491,0.1647429974733468,0.28220870063810993,0.03026086126604576,0.03026086126604576,0.002895277527011085,0.02592786272138896,0.02592786272138898,,0.16474007460241882,0.281908435270873,0.03006403265411206,0.030064032654112064,0.0028821556195488397,0.02509575439280825,0.025043344596817528,,crowding,0,65,1.0,0.9658344283837057,1.1842378929335002e-15,6.9486660648266065
gaussian2d_crowding,RA-MTM,defined,21,0.88705836686137,0.03934882376261666,0.1267945470079642,3.876969292341816e-17,0.7247835862761622,0.00017644053729578698,,0,0.0,2.136034426785173,0.6842548585924959,0.0,0.18137262505479157,0.007392153057178083,0.011541399408058773,0.0005125827430498751,0.00013278999093553837,0.0003279068646884722,4.1561083278611e-17,1.2463988174893358e-16,,0.0073900506786149225,0.011383271027841433,0.0006327466215615946,0.00018280879326205876,0.000439773211639334,0.002505657499367436,0.0016748394278854912,,crowding,0,65,0.9658344283837058,0.9658344283837057,6.966023740571001,6.9486660648266065
gaussian2d_advection_diffusion,TMTM,defined,21,26.575494092924437,0.34676681987619673,0.3469443766943784,3.9650822308041306e-17,0.5798682710407316,0.17166417956201105,,0,0.0,0.014204545454546746,,,0.3056114159990102,0.2214624507743703,0.4183505313152111,0.030671150804810036,0.030671150804810036,0.002889723498968306,4.299945816077511e-17,5.73759789679329e-17,,0.2214624507743703,0.4183505313152111,0.030671150804810036,0.030671150804810036,0.002889723498968306,4.299945816077511e-17,5.73759789679329e-17,,advection_diffusion,0,65,0.9524258125294394,0.9524258125294395,0.7954545454545432,7.730790942978478
gaussian2d_advection_diffusion,ST-MTM,defined,21,13.397416478322995,0.3865395471489241,0.38035975283946727,0.020645634106538926,0.3832416194281321,0.1468712827450477,,0,0.0,11.1724258347746,,,0.5762634999118745,0.1116451373193583,0.17525825699357067,0.03400034114571917,0.03400034114571917,0.0032211628929077005,0.02196635815822493,0.021966358168446026,,0.11161252858331834,0.17535728734084252,0.0339385311222777,0.0339385311222777,0.0032088008882194185,0.018904690615143376,0.01892370450056256,,advection_diffusion,0,65,1.0,0.9524258125294395,-3.552713678800501e-15,7.730790942978478
gaussian2d_advection_diffusion,RA-MTM,defined,21,8.250721361523286,0.04615927284657513,0.09355067124554325,3.700743415417188e-17,0.41413002784114006,0.15644305710810716,,0,0.0,5.758593750000003,13.153983784997664,0.0,0.24306991591583937,0.06875601134602739,0.11695853910712246,0.0009335129114602384,4.939264681045922e-05,0.00038466060705479277,3.9394485937260806e-17,3.9660115469519753e-17,,0.06876371262346516,0.11683610809308895,0.0010097648172497967,0.0001594048239926434,0.00044006916331153467,0.0011155016013232322,0.00040766976204943206,,advection_diffusion,0,65,0.9524258125294394,0.9524258125294395,7.737716774808897,7.730790942978478
gaussian2d_hierarchy_change_seed1,TMTM,defined,21,15.526226411085062,0.8346653822637199,0.8348429390819015,2.9903328490647816e-17,0.6665794507015654,0.15044213078412022,,0,0.0,0.014204545454560957,,,0.28774187504313886,0.12938522009237552,0.2379361959468998,0.05480712346565319,0.02521920457300173,0.006955544852197666,4.90059381963448e-17,6.938893903907228e-17,,0.12938522009237552,0.2379361959468998,0.05480712346565319,0.02521920457300173,0.006955544852197666,4.90059381963448e-17,6.938893903907228e-17,,hierarchy_change,1,65,0.3064079422382671,0.3064079422382672,-1.7897727272727266,4.124416513342794
gaussian2d_hierarchy_change_seed1,ST-MTM,defined,21,9.34254735263946,0.7901559355466162,1.486796800031752,0.4030323073804019,0.2514263933327229,0.059815608146267574,,0,0.0,20.032033538127394,,,0.5102811250835657,0.0778545612719955,0.15799510016904522,0.06815100707882175,0.01741558241391077,0.006584632796221802,0.6101838549796226,0.6101838275192614,,0.07783149629516105,0.1576164365217107,0.06822373165725557,0.017370905378688548,0.00658667622467737,0.611039244311701,0.611254280928355,,hierarchy_change,1,65,1.0,0.3064079422382672,0.0,4.124416513342794
gaussian2d_hierarchy_change_seed1,RA-MTM,defined,21,0.9504467649515143,0.021829080532075995,0.2146830971818244,3.105981080796569e-17,0.2898717632086745,0.05700647324984688,,0,0.0,4.671782860480505,0.0,0.0,0.15070487500634044,0.007920389707929286,0.008333333333333333,0.0007164099076551807,0.0007164099076551807,0.00018190900443396663,5.108760636751697e-17,8.465450562766818e-17,,0.007910053412023174,0.008516943496922776,0.000849793942139588,0.0007684980984095024,0.000333162440627783,0.002344637145426156,0.00106873459397132,,hierarchy_change,1,65,0.3064079422382671,0.3064079422382672,3.6878349027012742,4.124416513342794
gaussian2d_hierarchy_change_seed2,TMTM,defined,21,36.587822951120025,1.5892027970625595,1.5891985277219973,2.048625819248801e-17,0.6638294861680373,0.07307444928771727,,0,0.0,0.014204545454560957,,,0.31751566706225276,0.30489852459266686,0.4375542714797278,0.1497687121680328,0.01764693608042926,0.013243356642187997,3.872770160118222e-17,8.673617379884035e-17,,0.30489852459266686,0.4375542714797278,0.1497687121680328,0.01764693608042926,0.013243356642187997,3.872770160118222e-17,8.673617379884035e-17,,hierarchy_change,2,65,0.296525464064731,0.29652546406473107,0.6747159090909083,4.052296271093361
gaussian2d_hierarchy_change_seed2,ST-MTM,defined,21,9.057028584321408,0.8412204675275005,1.3582018709343633,0.41434366105111065,0.2368810042081984,0.052813347367021465,,0,0.0,17.356278719579308,,,0.31762062502093613,0.0754752382026784,0.147288297018661,0.08661649304927257,0.01782153361830802,0.00701017056272917,0.625446403594459,0.6254463944007022,,0.07548507308910718,0.14755517304535293,0.0870722068188968,0.017734119009912005,0.007051063100805497,0.6283905650734328,0.6284472303252773,,hierarchy_change,2,65,0.9999999999999997,0.29652546406473107,3.552713678800501e-15,4.052296271093361
